actor,occurrence_count,rank,first_appearance,unique_dates
serve the people takoma,1,3590,2022-09,['2022-09']
candidate for office,1,3591,2022-09,['2022-09']
reclaim rhode island,1,3592,2022-10,['2022-10']
town leaders,1,3593,2022-10,['2022-10']
51st ward,1,3594,2022-10,['2022-10']
working-class and houseless organizing alliance,1,3595,2022-10,['2022-10']
concerned citizens for preservation of wake forest open space,1,3596,2022-10,['2022-10']
pelham park neighborhood association,1,3597,2022-10,['2022-10']
stand-up nashville,1,3598,2022-10,['2022-10']
east los angeles boyle heights coalition,1,3599,2022-10,['2022-10']
boyle heights residents,1,3600,2022-10,['2022-10']
united way,1,3601,2022-11,['2022-11']
the union of postdocs and academic researchers/uaw local 5810,1,3602,2022-10,['2022-10']
kc tenants power,1,3603,2022-10,['2022-10']
regional task force on homelessness,1,3604,2022-10,['2022-10']
stakeholders,1,3605,2022-10,['2022-10']
san diegans with lived experience,1,3606,2022-10,['2022-10']
north american indigenous student organization,1,3607,2022-10,['2022-10']
indigenous latinx student organization,1,3608,2022-10,['2022-10']
the prescott multe tenants union,1,3609,2022-10,['2022-10']
orange county justice initiative,1,3610,2022-10,['2022-10']
black la young democrats,1,3611,2022-10,['2022-10']
save california solar,1,3612,2022-10,['2022-10']
unhoused families,1,3613,2022-10,['2022-10']
louisville tenants union,1,3614,2022-10,['2022-10']
uc student-workers union,1,3615,2022-10,['2022-10']
miami coalition to advance racial equity,1,3616,2022-09,['2022-09']
monroe county national organization for women,1,3617,2022-09,['2022-09']
hoosier jews for choice,1,3618,2022-09,['2022-09']
united caltrans tenants,1,3619,2022-09,['2022-09']
womens international league for peace & freedom,1,3620,2022-09,['2022-09']
environmentalists against war,1,3621,2022-09,['2022-09']
xr peace,1,3622,2022-09,['2022-09']
pda,1,3623,2022-09,['2022-09']
sf physicians for social responsibility,1,3624,2022-09,['2022-09']
wslf,1,3625,2022-09,['2022-09']
united for peace & justice,1,3626,2022-09,['2022-09']
right to counsel coalition,1,3627,2022-09,['2022-09']
section 14 survivors,1,3628,2022-09,['2022-09']
unc students,1,3629,2022-09,['2022-09']
partnership for the advancement of new americans,1,3630,2022-09,['2022-09']
united campus workers of georgia,1,3631,2022-09,['2022-09']
athens economic justice coalition,1,3632,2022-09,['2022-09']
athens anti-discrimination movement,1,3633,2022-09,['2022-09']
occupy wall street,1,3634,2022-09,['2022-09']
slpp washington dc metro chapter,1,3635,2022-09,['2022-09']
columbia student worker solidarity,1,3636,2022-09,['2022-09']
columbia housing equity project,1,3637,2022-09,['2022-09']
destiny's bridge,1,3638,2022-09,['2022-09']
community empowerment fund,1,3639,2022-09,['2022-09']
marian cheek jackson center,1,3640,2022-09,['2022-09']
"empowerment, inc.",1,3641,2022-09,['2022-09']
inter-faith council,1,3642,2022-09,['2022-09']
where is my land,1,3643,2022-09,['2022-09']
costa mesa affordable housing coalition,1,3644,2022-11,['2022-11']
coalition to end apartment warehousing,1,3645,2022-11,['2022-11']
housing and education advocates,1,3646,2022-11,['2022-11']
west mesa residents,1,3647,2022-11,['2022-11']
justice for patrick kimmons & all others,1,3648,2022-11,['2022-11']
office & professional employees international union,1,3649,2022-11,['2022-11']
compass housing alliance,1,3650,2022-11,['2022-11']
desc,1,3651,2022-11,['2022-11']
social service workers,1,3652,2022-11,['2022-11']
1000 grandmothers,1,3653,2022-11,['2022-11']
bill wilson center,1,3654,2022-11,['2022-11']
harpercollins union uaw 2110,1,3655,2022-11,['2022-11']
fridays for future dc,1,3656,2022-11,['2022-11']
new directions tenant union,1,3657,2022-10,['2022-10']
sunrise brown,1,3658,2022-11,['2022-11']
native youth leadership alliance,1,3659,2022-11,['2022-11']
sixth street community center,1,3660,2022-11,['2022-11']
this land is ours clt,1,3661,2022-11,['2022-11']
philly thrive,1,3662,2022-11,['2022-11']
vietlead,1,3663,2022-11,['2022-11']
save the meadows,1,3664,2022-11,['2022-11']
reclaim,1,3665,2022-11,['2022-11']
cobbs creek ej,1,3666,2022-11,['2022-11']
long-term residents,1,3667,2022-11,['2022-11']
the policy project,1,3668,2022-11,['2022-11']
ymca of san diego county,1,3669,2022-11,['2022-11']
payne county youth services,1,3670,2022-11,['2022-11']
earth guardians,1,3671,2022-11,['2022-11']
black lives matter - los angeles,1,3672,2022-10,['2022-10']
national action network,1,3673,2022-10,['2022-10']
woman,1,3674,2022-10,['2022-10']
immigration and housing advocates,1,3675,2022-10,['2022-10']
humans against groomers,1,3676,2022-10,['2022-10']
pro-life rochester mn,1,3677,2022-10,['2022-10']
hold the line minnesota,1,3678,2022-10,['2022-10']
hancock county republican committee,1,3679,2022-10,['2022-10']
friends of the howe house,1,3680,2022-10,['2022-10']
montclair naacp,1,3681,2022-10,['2022-10']
astoria tenants,1,3682,2022-10,['2022-10']
mostly black attendees,1,3683,2022-10,['2022-10']
michiana proud boys,1,3684,2022-10,['2022-10']
yes on measure k steering committee,1,3685,2022-11,['2022-11']
northern indiana atheists,1,3686,2022-10,['2022-10']
students for sustainable campus,1,3687,2022-10,['2022-10']
climate reality project,1,3688,2022-10,['2022-10']
laurel cats,1,3689,2022-10,['2022-10']
elizabeth house,1,3690,2022-10,['2022-10']
prince george's county naacp,1,3691,2022-10,['2022-10']
pgcyd,1,3692,2022-10,['2022-10']
patrons for peace project,1,3693,2022-10,['2022-10']
lars,1,3694,2022-10,['2022-10']
prince george's county dsa,1,3695,2022-10,['2022-10']
organization of black graduate and professional students,1,3696,2022-10,['2022-10']
unhoused activists,1,3697,2022-10,['2022-10']
seattle housing and resource effort,1,3698,2022-11,['2022-11']
religious groups,1,3699,2022-10,['2022-10']
san diego urban sustainability coalition,1,3700,2023-03,['2023-03']
san diego 350,1,3701,2023-03,['2023-03']
chicago home coalition,1,3702,2023-03,['2023-03']
the coalition to stop cop city,1,3703,2023-03,['2023-03']
atlanta solidarity la,1,3704,2023-03,['2023-03']
weelaunee defense la,1,3705,2023-03,['2023-03']
love and light,1,3706,2023-03,['2023-03']
centro de poder popular,1,3707,2023-03,['2023-03']
sonoma county commission on human rights,1,3708,2023-03,['2023-03']
mamaroneck coalition for affordable housing,1,3709,2023-03,['2023-03']
washingtonville housing alliance,1,3710,2023-03,['2023-03']
community resource center,1,3711,2023-03,['2023-03']
hawaii workers coalition,1,3712,2023-03,['2023-03']
arlingtonians for upzoning transparency,1,3713,2023-01,['2023-01']
vendors,1,3714,2023-03,['2023-03']
the greater boston interfaith organization,1,3715,2023-03,['2023-03']
ccjrc4action,1,3716,2023-03,['2023-03']
california federation of teachers,1,3717,2023-03,['2023-03']
citizen action new york: nyc dsa,1,3718,2023-03,['2023-03']
kentucky alliance for the rights of transgender youth,1,3719,2023-03,['2023-03']
hope's village,1,3720,2023-03,['2023-03']
purdue young democratic socialists of america,1,3721,2023-03,['2023-03']
gimme shelter,1,3722,2023-03,['2023-03']
martha's vineyard and nantucket residents,1,3723,2023-03,['2023-03']
seiu local 99 homecare council,1,3724,2023-03,['2023-03']
homecare workers,1,3725,2023-03,['2023-03']
the library of the african roots center,1,3726,2023-03,['2023-03']
hawai'i workers center,1,3727,2023-03,['2023-03']
operating engineers local 150,1,3728,2023-02,['2023-02']
teamsters local 238,1,3729,2023-02,['2023-02']
renters united maryland,1,3730,2023-02,['2023-02']
defend nenoocaasi camp,1,3731,2023-02,['2023-02']
little earth defenders,1,3732,2023-02,['2023-02']
business and housing network,1,3733,2023-02,['2023-02']
property owners,1,3734,2023-02,['2023-02']
colorado homes for all,1,3735,2023-03,['2023-03']
former vail resorts employee tim mcmahon,1,3736,2023-03,['2023-03']
border network for human rights,1,3737,2023-03,['2023-03']
la unión del pueblo entero,1,3738,2023-03,['2023-03']
reform immigration for texas alliance,1,3739,2023-03,['2023-03']
arise adelante,1,3740,2023-03,['2023-03']
business for good,1,3741,2023-03,['2023-03']
united for a new economy,1,3742,2023-03,['2023-03']
denver classroom teachers association,1,3743,2023-03,['2023-03']
partnership for the public good,1,3744,2023-03,['2023-03']
release aging people in prisons,1,3745,2023-03,['2023-03']
the sentencing project,1,3746,2023-03,['2023-03']
drug policy alliance,1,3747,2023-03,['2023-03']
fwd.us,1,3748,2023-03,['2023-03']
usf students for a democratic society,1,3749,2023-03,['2023-03']
stand for freedom,1,3750,2023-03,['2023-03']
graduate employees' organization,1,3751,2023-03,['2023-03']
interactive resource center,1,3752,2023-03,['2023-03']
cuny rising alliance,1,3753,2023-03,['2023-03']
save fdr meadows coalition,1,3754,2023-03,['2023-03']
denver aurora tenants united,1,3755,2023-03,['2023-03']
advocates unhoused people,1,3756,2023-04,['2023-04']
woodburn education association,1,3757,2023-04,['2023-04']
league of california cities,1,3758,2023-04,['2023-04']
mayors,1,3759,2023-04,['2023-04']
revolutionary student action,1,3760,2023-04,['2023-04']
haltsolitary campaign,1,3761,2023-04,['2023-04']
immigrant defense project,1,3762,2023-04,['2023-04']
former inmates,1,3763,2023-04,['2023-04']
akron bail fund,1,3764,2023-04,['2023-04']
university heights community association,1,3765,2023-04,['2023-04']
berks stand up,1,3766,2023-04,['2023-04']
march forth,1,3767,2023-04,['2023-04']
new york city council progressive caucus,1,3768,2023-04,['2023-04']
enjan,1,3769,2023-03,['2023-03']
nylag,1,3770,2023-04,['2023-04']
housing for all,1,3771,2023-04,['2023-04']
chinatown residents,1,3772,2023-04,['2023-04']
ohio league of women voters,1,3773,2023-04,['2023-04']
camden we choose,1,3774,2023-04,['2023-04']
new jersey working families party,1,3775,2023-04,['2023-04']
las vegas dsa,1,3776,2023-04,['2023-04']
current and former workers,1,3777,2023-04,['2023-04']
pop earth,1,3778,2023-04,['2023-04']
housing now!,1,3779,2023-04,['2023-04']
montana human rights network,1,3780,2023-04,['2023-04']
forward montana,1,3781,2023-04,['2023-04']
constitutents,1,3782,2023-04,['2023-04']
nyc working families party,1,3783,2023-04,['2023-04']
goldinfinch tenants association,1,3784,2023-03,['2023-03']
popmob pdx,1,3785,2023-03,['2023-03']
angelinos,1,3786,2023-03,['2023-03']
right to counsel nyc,1,3787,2023-03,['2023-03']
housing rights advocates,1,3788,2023-03,['2023-03']
chicago votes,1,3789,2023-03,['2023-03']
montgomery county education association,1,3790,2023-03,['2023-03']
ufcw local 400,1,3791,2023-03,['2023-03']
shepherds table,1,3792,2023-03,['2023-03']
ny renews,1,3793,2023-03,['2023-03']
"graduate employees' organization, aft local 3550",1,3794,2023-03,['2023-03']
grad workers,1,3795,2023-03,['2023-03']
kirtland community association,1,3796,2023-03,['2023-03']
mustard seed project,1,3797,2023-04,['2023-04']
friends of brandon johnson,1,3798,2023-03,['2023-03']
queer youth assemble,1,3799,2023-03,['2023-03']
care first community coalition,1,3800,2023-04,['2023-04']
restore oakland,1,3801,2023-04,['2023-04']
millennia resistance campaign,1,3802,2023-04,['2023-04']
new haven climate movement,1,3803,2023-04,['2023-04']
twin ports dsa,1,3804,2023-04,['2023-04']
northwoods socialist collective,1,3805,2023-04,['2023-04']
tirdof: new york jewish clergy for justice,1,3806,2023-04,['2023-04']
umass young communists league,1,3807,2023-04,['2023-04']
cops off campus,1,3808,2023-04,['2023-04']
trinity united church of christ,1,3809,2023-04,['2023-04']
people's city council - san diego,1,3810,2023-04,['2023-04']
citizen action ny,1,3811,2023-03,['2023-03']
honor the earth,1,3812,2023-01,['2023-01']
mn350 action,1,3813,2023-01,['2023-01']
minnesota interfaith power & light,1,3814,2023-01,['2023-01']
unified black caucus,1,3815,2023-01,['2023-01']
women's march napa valley,1,3816,2023-01,['2023-01']
virginia interfaith center for public policy,1,3817,2023-01,['2023-01']
embrace community center,1,3818,2023-01,['2023-01']
unitarian universalist fellowship of waynesboro,1,3819,2023-01,['2023-01']
lifeworks project,1,3820,2023-01,['2023-01']
planned parenthood action fund nj,1,3821,2023-01,['2023-01']
youth voices for justice,1,3822,2023-01,['2023-01']
clue justice,1,3823,2023-01,['2023-01']
civic leaders,1,3824,2023-01,['2023-01']
iowa federation of labor,1,3825,2023-02,['2023-02']
berks county patriots,1,3826,2023-01,['2023-01']
freepa capital area chapter,1,3827,2023-01,['2023-01']
pa liberty alliance,1,3828,2023-01,['2023-01']
pa patriots coalition,1,3829,2023-01,['2023-01']
metropolitan anarchist coordinating council nyc,1,3830,2023-01,['2023-01']
revolutionary internationalist youth,1,3831,2023-01,['2023-01']
outlive them nyc,1,3832,2023-01,['2023-01']
decarcerate memphis,1,3833,2023-01,['2023-01']
black lives matter memphis,1,3834,2023-01,['2023-01']
iris & rahma,1,3835,2023-01,['2023-01']
native lives matter,1,3836,2023-01,['2023-01']
arm,1,3837,2023-01,['2023-01']
alternatives for community and environment,1,3838,2023-01,['2023-01']
ka lČhui hawaii,1,3839,2023-01,['2023-01']
arlingtonians for our sustainable future,1,3840,2023-01,['2023-01']
act-la,1,3841,2023-01,['2023-01']
seiu local 2015,1,3842,2023-01,['2023-01']
dsa la,1,3843,2023-01,['2023-01']
visibility brigade,1,3844,2023-01,['2023-01']
uaw 4121,1,3845,2023-01,['2023-01']
struggle * la lucha,1,3846,2023-01,['2023-01']
harriet tubman center for social justice,1,3847,2023-01,['2023-01']
women in struggle,1,3848,2023-01,['2023-01']
voices of resistance,1,3849,2023-01,['2023-01']
united national anti-war committee,1,3850,2023-01,['2023-01']
socialist unity party,1,3851,2023-01,['2023-01']
december 12 movement,1,3852,2023-01,['2023-01']
people vs. fossil fuels,1,3853,2023-01,['2023-01']
committee for peace and human rights,1,3854,2023-01,['2023-01']
international action center ⊓ boston,1,3855,2023-01,['2023-01']
assange defense boston,1,3856,2023-01,['2023-01']
red flag boston,1,3857,2023-01,['2023-01']
pride at work - boston,1,3858,2023-01,['2023-01']
racial justice coalition of san diego,1,3859,2023-01,['2023-01']
black panther party of san diego,1,3860,2023-01,['2023-01']
showing up for racial justice san diego,1,3861,2023-01,['2023-01']
naacp richmond chapter,1,3862,2023-01,['2023-01']
lexington-fayette naacp,1,3863,2023-01,['2023-01']
kentucky equal justice center,1,3864,2023-01,['2023-01']
neighbors with lived experience of homelessness,1,3865,2023-01,['2023-01']
representatives from the local interfaith community,1,3866,2023-01,['2023-01']
shut down the pentagon & cia,1,3867,2023-01,['2023-01']
pathways dc,1,3868,2023-02,['2023-02']
covenant house,1,3869,2023-02,['2023-02']
dc ward 1 mutual aid,1,3870,2023-02,['2023-02']
rutgers american association of university professors and american federation of teachers,1,3871,2023-02,['2023-02']
teachers and reachers united at johns hopkins university,1,3872,2023-02,['2023-02']
princeton college democrats,1,3873,2023-02,['2023-02']
undergraduates,1,3874,2023-02,['2023-02']
post-graduate students,1,3875,2023-02,['2023-02']
nevada interfaith association,1,3876,2023-02,['2023-02']
united congregational church,1,3877,2023-02,['2023-02']
bradlee road tenants association,1,3878,2023-02,['2023-02']
indigenous relatives,1,3879,2023-02,['2023-02']
muslim students association,1,3880,2023-02,['2023-02']
new england united 4 justice,1,3881,2023-01,['2023-01']
ya'aleh,1,3882,2023-02,['2023-02']
weber county democratic party,1,3883,2023-02,['2023-02']
people's unity platform,1,3884,2023-02,['2023-02']
black lives matter chicago,1,3885,2023-02,['2023-02']
stop,1,3886,2023-02,['2023-02']
raise your hand,1,3887,2023-02,['2023-02']
little earth protector,1,3888,2023-02,['2023-02']
ny progressive caucus,1,3889,2023-02,['2023-02']
csh,1,3890,2023-02,['2023-02']
excluded no more,1,3891,2023-02,['2023-02']
drivers licenses for all,1,3892,2023-02,['2023-02']
houseless individuals,1,3893,2023-02,['2023-02']
