actor,occurrence_count,rank,first_appearance,unique_dates
we are the south,1,6425,2022-09,['2022-09']
policylink,1,6426,2022-09,['2022-09']
physcians for reproductive health,1,6427,2022-09,['2022-09']
indivisible cranbury,1,6428,2022-09,['2022-09']
ri healthcare access and affordability partnership,1,6429,2022-06,['2022-06']
ri women's democratic caucus,1,6430,2022-06,['2022-06']
economic progress institute,1,6431,2022-06,['2022-06']
the womxn project,1,6432,2022-06,['2022-06']
students against sexist violence,1,6433,2022-06,['2022-06']
schuylkill indivisibl,1,6434,2022-06,['2022-06']
new voices for reproductive justice,1,6435,2022-06,['2022-06']
planned parenthood of western pennsylvania,1,6436,2022-06,['2022-06']
women's march pittsburgh,1,6437,2022-06,['2022-06']
mostly women,1,6438,2022-06,['2022-06']
indivisible bucks county,1,6439,2022-06,['2022-06']
planned parenthood keystone,1,6440,2022-06,['2022-06']
coalition for safe community spaces,1,6441,2022-07,['2022-07']
action for abortion justice bethlehem,1,6442,2022-06,['2022-06']
northwest abortion access fund,1,6443,2022-06,['2022-06']
portland dsa,1,6444,2022-06,['2022-06']
the steel valley reproductive justice coalition,1,6445,2022-06,['2022-06']
people of every age,1,6446,2022-06,['2022-06']
dayton women's rights alliance,1,6447,2022-06,['2022-06']
just,1,6448,2022-06,['2022-06']
heer to serve,1,6449,2022-06,['2022-06']
dsa columbus,1,6450,2022-06,['2022-06']
women's march ohio,1,6451,2022-06,['2022-06']
ohio women's alliance,1,6452,2022-06,['2022-06']
party for socialism and liberation columbus,1,6453,2022-06,['2022-06']
ywca of lancaster,1,6454,2022-06,['2022-06']
wall of vets ga,1,6455,2022-06,['2022-06']
period project,1,6456,2022-06,['2022-06']
athens area democratic socialists of america,1,6457,2022-06,['2022-06']
atlanta party for socialism & liberation,1,6458,2022-06,['2022-06']
tampa bay students for a democratic society,1,6459,2022-06,['2022-06']
"women's march kern county, ca",1,6460,2022-06,['2022-06']
women's march sedona az,1,6461,2022-06,['2022-06']
american civil liberties union of west virginia,1,6462,2022-06,['2022-06']
leaders of kenosha,1,6463,2022-06,['2022-06']
planned parenthood of wisconsin,1,6464,2022-06,['2022-06']
freedom road socialist organization - wisconsin,1,6465,2022-06,['2022-06']
county women's march,1,6466,2022-06,['2022-06']
unitarian universalists of south county,1,6467,2022-06,['2022-06']
planned parenthood action council of utah,1,6468,2022-06,['2022-06']
bexar county young democrats,1,6469,2022-06,['2022-06']
autonomous brown berets de san anto,1,6470,2022-06,['2022-06']
mujeres marcharan coalition,1,6471,2022-06,['2022-06']
socialist alternative houston,1,6472,2022-06,['2022-06']
planned parenthood el paso,1,6473,2022-06,['2022-06']
workers dignity,1,6474,2022-06,['2022-06']
abortion access nashville,1,6475,2022-06,['2022-06']
tennessee advocates for planned parenthood,1,6476,2022-06,['2022-06']
planned parenthood of tennessee and north mississippi,1,6477,2022-06,['2022-06']
cpusa rhode island,1,6478,2022-06,['2022-06']
women's fund of ri,1,6479,2022-06,['2022-06']
planned parenthood votes! rhode island,1,6480,2022-06,['2022-06']
planned parenthood avocates of virginia,1,6481,2022-06,['2022-06']
neighbors in action,1,6482,2022-06,['2022-06']
both sides of the violence,1,6483,2022-06,['2022-06']
rise project,1,6484,2022-06,['2022-06']
heater bloc nyc,1,6485,2022-06,['2022-06']
planned parenthood new hampshire action fund,1,6486,2022-06,['2022-06']
equality nc,1,6487,2022-06,['2022-06']
pro-choice north carolina,1,6488,2022-06,['2022-06']
triangle abortion access coalition,1,6489,2022-06,['2022-06']
party for socialism and liberation carolinas,1,6490,2022-06,['2022-06']
carolina abortion fund,1,6491,2022-06,['2022-06']
a preferred women's heath center,1,6492,2022-06,['2022-06']
black abortion defense league,1,6493,2022-06,['2022-06']
city council union,1,6494,2022-06,['2022-06']
kansans for constitutional freedom,1,6495,2022-06,['2022-06']
vote neigh,1,6496,2022-06,['2022-06']
planned parenthood illinois action,1,6497,2022-06,['2022-06']
women and teenage girls,1,6498,2022-06,['2022-06']
tallahassee dsa,1,6499,2022-06,['2022-06']
fsu graduate assistants united,1,6500,2022-06,['2022-06']
planned parenhood generation action,1,6501,2022-06,['2022-06']
freedom road socialist organization tallahassee,1,6502,2022-06,['2022-06']
famu students for a democratic society,1,6503,2022-06,['2022-06']
progress florida,1,6504,2022-06,['2022-06']
bread & roses clinic escorts,1,6505,2022-06,['2022-06']
business and professional women st. petersburg-pinellas,1,6506,2022-06,['2022-06']
bay state solidarity front,1,6507,2022-06,['2022-06']
reproductive justice collective - columbia university,1,6508,2022-06,['2022-06']
workers' voice/la voz de las trabajadores,1,6509,2022-06,['2022-06']
repro club cuny,1,6510,2022-06,['2022-06']
if when how cuny law,1,6511,2022-06,['2022-06']
repro nyc,1,6512,2022-06,['2022-06']
thank god for abortion,1,6513,2022-06,['2022-06']
nyc council union,1,6514,2022-06,['2022-06']
crown heights care collective,1,6515,2022-06,['2022-06']
fordham graduate student workers,1,6516,2022-06,['2022-06']
the gym,1,6517,2022-06,['2022-06']
socialist revolution (imt),1,6518,2022-06,['2022-06']
washington square park mutual aid,1,6519,2022-06,['2022-06']
save our streets brooklyn,1,6520,2022-06,['2022-06']
center for reproductive rights union,1,6521,2022-06,['2022-06']
art workers inquiry,1,6522,2022-06,['2022-06']
blue school union,1,6523,2022-06,['2022-06']
student workers of columbia (uaw local 2710),1,6524,2022-06,['2022-06']
more-uft,1,6525,2022-06,['2022-06']
nyu gsoc-uaw 2110,1,6526,2022-06,['2022-06']
rank-and-file action (cuny),1,6527,2022-06,['2022-06']
starbucks workers united,1,6528,2022-06,['2022-06']
cuny for abortion rights,1,6529,2022-06,['2022-06']
tempest collective,1,6530,2022-06,['2022-06']
yawe,1,6531,2022-06,['2022-06']
doral health & wellness,1,6532,2022-06,['2022-06']
dream,1,6533,2022-06,['2022-06']
opeiu local 1010,1,6534,2022-06,['2022-06']
aclu of west virginia,1,6535,2022-07,['2022-07']
wv free,1,6536,2022-07,['2022-07']
planned parenthood votes south atlantic,1,6537,2022-07,['2022-07']
women's health center of west virginia,1,6538,2022-07,['2022-07']
families against pima county jail,1,6539,2022-07,['2022-07']
planned parenthood alliance advocates west,1,6540,2022-07,['2022-07']
black anarchist community council of pittsburgh,1,6541,2022-07,['2022-07']
black liberation autonomous collective of southwest pa,1,6542,2022-07,['2022-07']
toledo persists,1,6543,2022-07,['2022-07']
hull democratic town committee,1,6544,2022-07,['2022-07']
south shore democratic caucus,1,6545,2022-07,['2022-07']
black voices matter,1,6546,2022-07,['2022-07']
upper cape women's coalition,1,6547,2022-06,['2022-06']
phoenix mercury,1,6548,2022-07,['2022-07']
healthcare now,1,6549,2022-07,['2022-07']
we⊙re here cny,1,6550,2022-07,['2022-07']
50 mile run for justice,1,6551,2022-07,['2022-07']
black womxn's march,1,6552,2022-07,['2022-07']
brooklyn people's march,1,6553,2022-07,['2022-07']
young democrats of rowan-cabarrus community college,1,6554,2022-07,['2022-07']
cabarrus justice coalition,1,6555,2022-07,['2022-07']
michigan pro-choice with heart,1,6556,2022-07,['2022-07']
mclean county young democrats,1,6557,2022-07,['2022-07']
healthcare providers,1,6558,2022-07,['2022-07']
mobilization 4 mumia,1,6559,2022-07,['2022-07']
"u.s. palestinian community network, indivisible chicago south side",1,6560,2022-07,['2022-07']
youth activists of alameda,1,6561,2022-07,['2022-07']
-48,1,6562,2022-07,['2022-07']
scooby doo crew,1,6563,2022-07,['2022-07']
colorado young communist league,1,6564,2022-07,['2022-07']
dacac,1,6565,2022-07,['2022-07']
freedom road socialist organization denver,1,6566,2022-07,['2022-07']
japanese-american citizens league,1,6567,2022-07,['2022-07']
madfreedom,1,6568,2022-07,['2022-07']
delco resists,1,6569,2022-07,['2022-07']
psu students,1,6570,2022-07,['2022-07']
colored girls bike too,1,6571,2022-07,['2022-07']
think before you react,1,6572,2022-07,['2022-07']
women's rights beach march,1,6573,2022-07,['2022-07']
protect morgantown,1,6574,2022-07,['2022-07']
new york campaign for alternatives to isolated confinement,1,6575,2022-07,['2022-07']
dallas action,1,6576,2022-07,['2022-07']
ice out of tarrant,1,6577,2022-07,['2022-07']
life camp,1,6578,2022-07,['2022-07']
urban alliance,1,6579,2022-07,['2022-07']
kalamazoo department of public safety,1,6580,2022-07,['2022-07']
mostly children,1,6581,2022-07,['2022-07']
stop the violence prayer chain foundation,1,6582,2022-07,['2022-07']
central wisconsin operation access,1,6583,2022-07,['2022-07']
healthfirst,1,6584,2022-07,['2022-07']
carnalismo national brown berets,1,6585,2022-07,['2022-07']
lulac,1,6586,2022-07,['2022-07']
party for socialism and liberation provo,1,6587,2022-07,['2022-07']
berkshire immigrant center,1,6588,2022-06,['2022-06']
the berkshire county branch of the naacp,1,6589,2022-06,['2022-06']
elizabeth freeman center,1,6590,2022-06,['2022-06']
wam theatre,1,6591,2022-06,['2022-06']
naral los angeles,1,6592,2022-06,['2022-06']
generation ratify,1,6593,2022-06,['2022-06']
sisterland farms,1,6594,2022-06,['2022-06']
charlottesville democrats,1,6595,2022-06,['2022-06']
blue ridge abortion fund,1,6596,2022-06,['2022-06']
texas alliance for retired americans,1,6597,2022-06,['2022-06']
stonewall democrats of dallas,1,6598,2022-06,['2022-06']
sunrise movement dallas,1,6599,2022-06,['2022-06']
prisoners solidarity committee of workers world party,1,6600,2022-07,['2022-07']
mexican american democrats of texas - causa chapter,1,6601,2022-06,['2022-06']
not my son,1,6602,2022-06,['2022-06']
north texas asian american democrats,1,6603,2022-06,['2022-06']
dallas peace and justice center,1,6604,2022-06,['2022-06']
communications workers of america 6215,1,6605,2022-06,['2022-06']
black american futures pac,1,6606,2022-06,['2022-06']
asian pacific islander american public affairs-north texas chapter,1,6607,2022-06,['2022-06']
alliance aft,1,6608,2022-06,['2022-06']
mothers against greg abbott,1,6609,2022-06,['2022-06']
students against oppression,1,6610,2022-06,['2022-06']
pro-choice ohio,1,6611,2022-06,['2022-06']
howard county democrats,1,6612,2022-06,['2022-06']
progress texas,1,6613,2022-06,['2022-06']
the campaign to bring mumia home,1,6614,2022-07,['2022-07']
heal the world,1,6615,2022-07,['2022-07']
unitarian universalist church of cheyenne,1,6616,2022-07,['2022-07']
wyoming equality,1,6617,2022-07,['2022-07']
wyoming⊙s women's march,1,6618,2022-07,['2022-07']
salem cpusa,1,6619,2022-06,['2022-06']
massachusetts coalition against gun violence,1,6620,2022-06,['2022-06']
teen empowerment,1,6621,2022-06,['2022-06']
boston community action team,1,6622,2022-06,['2022-06']
people under 30,1,6623,2022-06,['2022-06']
young women,1,6624,2022-06,['2022-06']
okaloosa county democratic party,1,6625,2022-06,['2022-06']
tapestry health,1,6626,2022-06,['2022-06']
young democrats of connecticut,1,6627,2022-06,['2022-06']
progress now colorado,1,6628,2022-06,['2022-06']
new era,1,6629,2022-06,['2022-06']
interfaith alliance,1,6630,2022-06,['2022-06']
color,1,6631,2022-06,['2022-06']
cobalt,1,6632,2022-06,['2022-06']
"reproductive health, rights, and justice coalition",1,6633,2022-06,['2022-06']
sheboygan abortion rights coalition,1,6634,2022-06,['2022-06']
venice resistance,1,6635,2022-06,['2022-06']
womens rights beach march,1,6636,2022-06,['2022-06']
mothers overlooked reaching out for empowerment,1,6637,2022-06,['2022-06']
berkshire democratic brigades,1,6638,2022-06,['2022-06']
aclum,1,6639,2022-06,['2022-06']
anna for florida,1,6640,2022-06,['2022-06']
fair chance for housing nyc,1,6641,2022-12,['2022-12']
philos action league,1,6642,2022-12,['2022-12']
jewish federation,1,6643,2022-12,['2022-12']
members of lgbtqia+ community,1,6644,2022-12,['2022-12']
pittsburgh equality center,1,6645,2022-12,['2022-12']
mizzou black creatives,1,6646,2022-12,['2022-12']
women & justice project,1,6647,2022-12,['2022-12']
mariposa pride,1,6648,2022-12,['2022-12']
women's liberation front,1,6649,2022-12,['2022-12']
women's declaration international usa,1,6650,2022-12,['2022-12']
their friends,1,6651,2022-12,['2022-12']
trannies,1,6652,2022-12,['2022-12']
athenians for bodily autonomy,1,6653,2022-10,['2022-10']
psl delaware valley,1,6654,2022-12,['2022-12']
cape and islands transgender resource fund,1,6655,2022-12,['2022-12']
cape cod transgender support group,1,6656,2022-12,['2022-12']
faith united church of christ,1,6657,2022-12,['2022-12']
comal young democrats,1,6658,2022-12,['2022-12']
new braunfels young republicans,1,6659,2022-12,['2022-12']
riverside pride,1,6660,2022-12,['2022-12']
religious organizers,1,6661,2022-12,['2022-12']
out alliance,1,6662,2022-12,['2022-12']
bachelor forum,1,6663,2022-12,['2022-12']
nowoco pride,1,6664,2022-12,['2022-12']
strive,1,6665,2022-12,['2022-12']
fuck terfs,1,6666,2022-12,['2022-12']
arlington human rights commission,1,6667,2022-12,['2022-12']
first parish unitarian universalist church,1,6668,2022-12,['2022-12']
rainbow commission,1,6669,2022-12,['2022-12']
world liberty congress,1,6670,2022-12,['2022-12']
the enough coalition,1,6671,2022-12,['2022-12']
veterans association of african descent,1,6672,2022-12,['2022-12']
the emmett till coalition for justice,1,6673,2022-12,['2022-12']
hartford communities that care,1,6674,2022-12,['2022-12']
mothers against violence,1,6675,2022-12,['2022-12']
trinity college,1,6676,2022-12,['2022-12']
compass youth collaborative,1,6677,2022-12,['2022-12']
augustana lutheran church of hyde park,1,6678,2022-12,['2022-12']
homelessness union,1,6679,2022-12,['2022-12']
donovan hines foundation of exuberance,1,6680,2022-12,['2022-12']
unitarian congregation of west chester,1,6681,2022-12,['2022-12']
tabernacle baptist church of coatesville,1,6682,2022-12,['2022-12']
islamic center of chester county,1,6683,2022-12,['2022-12']
westminister presbyterian church,1,6684,2022-12,['2022-12']
stand with assange ny,1,6685,2022-12,['2022-12']
everytown for gun safety action,1,6686,2022-12,['2022-12']
antiwar.com,1,6687,2022-12,['2022-12']
haiti liberté,1,6688,2022-12,['2022-12']
action 4 assange,1,6689,2022-12,['2022-12']
diaspora for iran,1,6690,2022-12,['2022-12']
prisoner advocates,1,6691,2022-12,['2022-12']
tufts persian student association,1,6692,2022-12,['2022-12']
chicago survivors,1,6693,2022-12,['2022-12']
douglas united church of christ,1,6694,2022-11,['2022-11']
bread of life lutheran church,1,6695,2022-11,['2022-11']
hudsonville congregational united church of christ,1,6696,2022-11,['2022-11']
st. thomas episcopal church,1,6697,2022-11,['2022-11']
"new covenant church of columbus, georgia",1,6698,2022-11,['2022-11']
forgiving heart united church of christ,1,6699,2022-11,['2022-11']
colgay pride,1,6700,2022-11,['2022-11']
denver q collaborative,1,6701,2022-11,['2022-11']
mosaic,1,6702,2022-11,['2022-11']
keep colorado springs queer,1,6703,2022-11,['2022-11']
out and about,1,6704,2022-11,['2022-11']
pflag benton franklin,1,6705,2022-11,['2022-11']
undergraduate student government,1,6706,2022-12,['2022-12']
aids healthcare,1,6707,2022-11,['2022-11']
lgbt center sc,1,6708,2022-11,['2022-11']
agape table,1,6709,2022-11,['2022-11']
harriet hancock center,1,6710,2022-11,['2022-11']
garden state equality,1,6711,2022-11,['2022-11']
prevention resource network,1,6712,2022-11,['2022-11']
georgies bar,1,6713,2022-11,['2022-11']
paradise,1,6714,2022-11,['2022-11']
members of new orleans lgbtq community,1,6715,2022-11,['2022-11']
big easy sisters of perpetual indulgence,1,6716,2022-11,['2022-11']
dickson love initiative,1,6717,2022-11,['2022-11']
umpqua valley rainbow collective,1,6718,2022-11,['2022-11']
queers bash back columbia,1,6719,2022-11,['2022-11']
