actor,occurrence_count,rank,first_appearance,unique_dates
la prima united ufcw local 1774,1,7632,2022-12,['2022-12']
nyc aids memorial,1,7633,2022-12,['2022-12']
frannie peabody center,1,7634,2022-12,['2022-12']
health equity alliance,1,7635,2022-12,['2022-12']
k-12 students,1,7636,2022-12,['2022-12']
basic nwfl,1,7637,2022-12,['2022-12']
whitman-walker health,1,7638,2022-12,['2022-12']
long covid justice,1,7639,2022-12,['2022-12']
me action,1,7640,2022-12,['2022-12']
treatment access group,1,7641,2022-12,['2022-12']
csun pride center,1,7642,2022-12,['2022-12']
izaak walton league of allegheny county,1,7643,2022-11,['2022-11']
fossil free pitt,1,7644,2022-11,['2022-11']
washington state community college,1,7645,2022-12,['2022-12']
black liberation autonomous collective,1,7646,2022-11,['2022-11']
trans youniting,1,7647,2022-11,['2022-11']
human services council,1,7648,2022-11,['2022-11']
ancient song,1,7649,2022-11,['2022-11']
empire state campaign for child care,1,7650,2022-11,['2022-11']
powher new york,1,7651,2022-11,['2022-11']
hawai'i nurses' association,1,7652,2022-11,['2022-11']
lgbtqia+ park rapids area,1,7653,2022-11,['2022-11']
operation overtime,1,7654,2022-11,['2022-11']
indaba theater and associates,1,7655,2022-11,['2022-11']
oregon firearm federation,1,7656,2022-11,['2022-11']
the river church,1,7657,2022-11,['2022-11']
new jersey highlands coalition,1,7658,2022-11,['2022-11']
huron valley central labor council,1,7659,2022-11,['2022-11']
"extinction rebellion sf bay area, 1000 grandmothers for future generations",1,7660,2022-11,['2022-11']
tcc4j. minnesota abortion action coalition,1,7661,2022-12,['2022-12']
students for justice in palestine umn,1,7662,2022-12,['2022-12']
frso twin cities,1,7663,2022-12,['2022-12']
climate justice minnesota,1,7664,2022-12,['2022-12']
haiti justice committee,1,7665,2022-12,['2022-12']
lowes workers united,1,7666,2022-12,['2022-12']
new york times guild,1,7667,2022-12,['2022-12']
newsguild of new york,1,7668,2022-12,['2022-12']
correct crisis intervention today,1,7669,2022-12,['2022-12']
new york lawyers for the public interest,1,7670,2022-12,['2022-12']
nami nyc,1,7671,2022-12,['2022-12']
move the money-nyc,1,7672,2022-12,['2022-12']
community voices heard,1,7673,2022-12,['2022-12']
coffee tree roasters union,1,7674,2022-12,['2022-12']
moms for life,1,7675,2022-12,['2022-12']
natsoc florida,1,7676,2022-12,['2022-12']
floridians first,1,7677,2022-12,['2022-12']
student global aids campaign,1,7678,2022-12,['2022-12']
yale affiliates,1,7679,2022-12,['2022-12']
new haven residents,1,7680,2022-12,['2022-12']
teamreality ct,1,7681,2022-12,['2022-12']
temple emanuel,1,7682,2022-12,['2022-12']
art that heals,1,7683,2022-12,['2022-12']
hidalgo county county,1,7684,2022-12,['2022-12']
lulac rgv rainbow council,1,7685,2022-12,['2022-12']
south texas equality program,1,7686,2022-12,['2022-12']
basilica of our lady of san juan del valle,1,7687,2022-12,['2022-12']
united museum workers,1,7688,2022-12,['2022-12']
city-wide tenant union of rochester,1,7689,2022-12,['2022-12']
women's march boston,1,7690,2023-01,['2023-01']
amandla group,1,7691,2023-01,['2023-01']
lift louisiana,1,7692,2023-01,['2023-01']
nancy davis foundation,1,7693,2023-01,['2023-01']
pikeville pride,1,7694,2023-01,['2023-01']
bans off our bodies indiana,1,7695,2023-01,['2023-01']
middle georgia 4 choice,1,7696,2023-01,['2023-01']
palm beach county national organization for women,1,7697,2023-01,['2023-01']
for our future florida,1,7698,2023-01,['2023-01']
pinellas national organization for women,1,7699,2023-01,['2023-01']
indivisible miami,1,7700,2023-01,['2023-01']
decrim305,1,7701,2023-01,['2023-01']
miami coalition to advance racial equity,1,7702,2023-01,['2023-01']
socialist unity party,1,7703,2023-01,['2023-01']
women's march miami,1,7704,2023-01,['2023-01']
women's march florida,1,7705,2023-01,['2023-01']
jacksonville national organization for women,1,7706,2023-01,['2023-01']
association of flight attendants - cwa,1,7707,2023-01,['2023-01']
bans off our bodies new milford,1,7708,2023-01,['2023-01']
pueblo pro-choice,1,7709,2023-01,['2023-01']
durango high school women in leadership development,1,7710,2023-01,['2023-01']
temecula rises,1,7711,2023-01,['2023-01']
sonoma valley democrats,1,7712,2023-01,['2023-01']
women's march napa valley,1,7713,2023-01,['2023-01']
orange coast huddle,1,7714,2023-01,['2023-01']
long beach area peace network,1,7715,2023-01,['2023-01']
resistance coalition la,1,7716,2023-01,['2023-01']
coachella valley women's march,1,7717,2023-01,['2023-01']
prism,1,7718,2023-01,['2023-01']
uo students for choice,1,7719,2023-01,['2023-01']
brookhaven town young democrats,1,7720,2023-01,['2023-01']
btdc progressive caucus,1,7721,2023-01,['2023-01']
btdc women's caucus,1,7722,2023-01,['2023-01']
black feminists matter,1,7723,2023-01,['2023-01']
nyc mobilization for reproductive justice,1,7724,2023-01,['2023-01']
grrl army,1,7725,2023-01,['2023-01']
eastern new mexico rising,1,7726,2023-01,['2023-01']
ywca northern new jersey,1,7727,2023-01,['2023-01']
planned parenthood of metropolitan new jersey,1,7728,2023-01,['2023-01']
hadassah northern new jersey,1,7729,2023-01,['2023-01']
garden state equality,1,7730,2023-01,['2023-01']
fountain baptist church,1,7731,2023-01,['2023-01']
iupat district council 35,1,7732,2023-01,['2023-01']
beacon,1,7733,2023-01,['2023-01']
occupy new hampshire seacoast,1,7734,2023-01,['2023-01']
ultraviolet action,1,7735,2023-01,['2023-01']
mississippi womanist alliance,1,7736,2023-01,['2023-01']
st. louis river city democrats,1,7737,2023-01,['2023-01']
lincoln county reproductive rights advocates,1,7738,2023-01,['2023-01']
lumenarrt,1,7739,2023-01,['2023-01']
suffrage centennial celebration committee,1,7740,2023-01,['2023-01']
democratic women's club of worcester county,1,7741,2023-01,['2023-01']
indivisible worcester maryland,1,7742,2023-01,['2023-01']
baltimore national organization for women,1,7743,2023-01,['2023-01']
planned parenthood of western massachusetts,1,7744,2023-01,['2023-01']
indivisible northampton-swing left western massachusetts,1,7745,2023-01,['2023-01']
the bad old days posse,1,7746,2023-01,['2023-01']
abortion justice committee of new jersey,1,7747,2023-01,['2023-01']
extinction rebellion rochester,1,7748,2023-01,['2023-01']
coalition for climate and reproductive justice,1,7749,2023-01,['2023-01']
the hawaii tax fairness coalition,1,7750,2023-01,['2023-01']
emts,1,7751,2023-01,['2023-01']
react19,1,7752,2023-01,['2023-01']
no mandates va,1,7753,2023-01,['2023-01']
show me $15,1,7754,2023-01,['2023-01']
harriet tubman center for social justice - la,1,7755,2023-01,['2023-01']
us peace council,1,7756,2023-01,['2023-01']
freealexsaab,1,7757,2023-01,['2023-01']
assange defense,1,7758,2023-01,['2023-01']
international concerned family and friends of mumia abu-jamal,1,7759,2023-01,['2023-01']
mt. diablo peace & justice center,1,7760,2023-01,['2023-01']
indigenous support collaborative norcal,1,7761,2023-01,['2023-01']
mobilization to free mumia abu-jamal,1,7762,2023-01,['2023-01']
safe lynnwood,1,7763,2023-01,['2023-01']
aclu va,1,7764,2023-01,['2023-01']
virginia prison justice network,1,7765,2023-01,['2023-01']
pride at work - boston,1,7766,2023-01,['2023-01']
red flag boston,1,7767,2023-01,['2023-01']
assange defense boston,1,7768,2023-01,['2023-01']
international action center ⊓ boston,1,7769,2023-01,['2023-01']
committee for peace and human rights,1,7770,2023-01,['2023-01']
hawaii unites,1,7771,2023-01,['2023-01']
airport food service workers,1,7772,2023-01,['2023-01']
unite here! local 274,1,7773,2023-01,['2023-01']
shut down the pentagon & cia,1,7774,2023-01,['2023-01']
december 12 movement,1,7775,2023-01,['2023-01']
free julian assange,1,7776,2023-01,['2023-01']
yavapai county women march on,1,7777,2023-01,['2023-01']
local drag community,1,7778,2023-01,['2023-01']
equality arizona,1,7779,2023-01,['2023-01']
trans queer pueblo,1,7780,2023-01,['2023-01']
unalaskans against sexual assault and family violence,1,7781,2023-01,['2023-01']
the clinton county alliance for compassion and truth,1,7782,2023-01,['2023-01']
journey center for safety and healing,1,7783,2023-01,['2023-01']
league of women voters east cleveland chapter,1,7784,2023-01,['2023-01']
greater cleveland alliance of black school educators,1,7785,2023-01,['2023-01']
carl stokes brigade,1,7786,2023-01,['2023-01']
black women's pac of ohio,1,7787,2023-01,['2023-01']
laura cowan foundation,1,7788,2023-01,['2023-01']
united pastors in mission,1,7789,2023-01,['2023-01']
santa rosa women's march,1,7790,2023-01,['2023-01']
planned parenthood of new england,1,7791,2023-01,['2023-01']
ywca new hampshire,1,7792,2023-01,['2023-01']
upper cape women⊙s coalition,1,7793,2023-01,['2023-01']
idaho abortion rights collective,1,7794,2023-01,['2023-01']
league of women voters of ventura county,1,7795,2023-01,['2023-01']
corazon del pueblo,1,7796,2023-01,['2023-01']
central coast labor council,1,7797,2023-01,['2023-01']
county of santa barbara commission for women,1,7798,2023-01,['2023-01']
the fund for santa barbara,1,7799,2023-01,['2023-01']
women's march santa maria valley,1,7800,2023-01,['2023-01']
women's march slo,1,7801,2023-01,['2023-01']
occupella,1,7802,2023-01,['2023-01']
amnesty international,1,7803,2023-01,['2023-01']
unitarian universalist church of san francisco,1,7804,2023-01,['2023-01']
protect choice ohio,1,7805,2023-01,['2023-01']
indivisible: mayday,1,7806,2022-10,['2022-10']
blood-stained men and their friends,1,7807,2022-10,['2022-10']
working-class and houseless organizing alliance,1,7808,2022-10,['2022-10']
daviess county republican party,1,7809,2022-10,['2022-10']
williamsport national organization for women,1,7810,2022-10,['2022-10']
love someone with cancer,1,7811,2022-10,['2022-10']
hunter internationalist clubs,1,7812,2022-10,['2022-10']
worker's voice,1,7813,2022-10,['2022-10']
national mobilization for reproductive justice-sf,1,7814,2022-10,['2022-10']
members and supporters of the lgbtq+ community,1,7815,2022-09,['2022-09']
drag show entertainers,1,7816,2022-09,['2022-09']
trans love,1,7817,2022-09,['2022-09']
one pennsylvania,1,7818,2022-09,['2022-09']
lecturers' employee organization,1,7819,2022-11,['2022-11']
blue mountain clinic,1,7820,2022-09,['2022-09']
um's gender equity resource center,1,7821,2022-09,['2022-09']
persist,1,7822,2022-09,['2022-09']
bgsu student democrats,1,7823,2022-09,['2022-09']
prochoice ohio,1,7824,2022-09,['2022-09']
bay state birth coalition,1,7825,2022-09,['2022-09']
our bodies ourselves,1,7826,2022-09,['2022-09']
farmworkers,1,7827,2022-09,['2022-09']
chuds,1,7828,2022-09,['2022-09']
hold the line mn,1,7829,2022-09,['2022-09']
west hartford democrats,1,7830,2022-09,['2022-09']
fridays for future utah,1,7831,2022-09,['2022-09']
tap,1,7832,2022-09,['2022-09']
tuhna,1,7833,2022-09,['2022-09']
montana women vote,1,7834,2022-09,['2022-09']
era coalition,1,7835,2022-10,['2022-10']
routt county democratic party,1,7836,2022-10,['2022-10']
women's collaborative for colorado - boulder county,1,7837,2022-10,['2022-10']
east bay socialist feminist coalition,1,7838,2022-10,['2022-10']
musicians action group,1,7839,2022-10,['2022-10']
women on reproductive defense,1,7840,2022-10,['2022-10']
indigenous support collaborative nor cal,1,7841,2022-10,['2022-10']
lesbians united,1,7842,2022-10,['2022-10']
advocates protecting children,1,7843,2022-10,['2022-10']
partners for ethical care,1,7844,2022-10,['2022-10']
arizona legislative district 12 democrats,1,7845,2022-10,['2022-10']
christian defense coalition,1,7846,2022-10,['2022-10']
north dakota democratic-nonpartisan league,1,7847,2022-10,['2022-10']
camp constitution,1,7848,2022-10,['2022-10']
pittsburgh interfaith impact network,1,7849,2022-10,['2022-10']
unionize unl,1,7850,2022-10,['2022-10']
stronger together against relationship and sexual violence,1,7851,2022-10,['2022-10']
sexual education and advocacy at mizzou,1,7852,2022-10,['2022-10']
queer trans people of color,1,7853,2022-10,['2022-10']
queer liberation front,1,7854,2022-10,['2022-10']
oasis,1,7855,2022-10,['2022-10']
mizzou college democrats,1,7856,2022-10,['2022-10']
mid-missouri peaceworks,1,7857,2022-10,['2022-10']
ucf young democratic socialists of america,1,7858,2022-10,['2022-10']
graduate students action network,1,7859,2022-10,['2022-10']
psychologists,1,7860,2022-10,['2022-10']
neighbor to neighbor,1,7861,2022-10,['2022-10']
project 21 black leadership network,1,7862,2022-10,['2022-10']
take action advocacy group,1,7863,2022-10,['2022-10']
afscme dc47 local 397,1,7864,2022-09,['2022-09']
"association of flight attendants-cwa, council 11 san francisco",1,7865,2022-09,['2022-09']
united for peace & justice,1,7866,2022-09,['2022-09']
wslf,1,7867,2022-09,['2022-09']
sf physicians for social responsibility,1,7868,2022-09,['2022-09']
pda,1,7869,2022-09,['2022-09']
xr peace,1,7870,2022-09,['2022-09']
environmentalists against war,1,7871,2022-09,['2022-09']
womens international league for peace & freedom,1,7872,2022-09,['2022-09']
decarcerate sacramento,1,7873,2022-09,['2022-09']
uw nurses,1,7874,2022-09,['2022-09']
opeiu local 32 afl-cio,1,7875,2022-09,['2022-09']
new jersey state pba,1,7876,2022-09,['2022-09']
rise for climate justice,1,7877,2022-09,['2022-09']
new jersey state firefighter's mutual benevolent association,1,7878,2022-09,['2022-09']
afscme new jersey council 63,1,7879,2022-09,['2022-09']
city reps,1,7880,2022-09,['2022-09']
incarceration and civil liberty advocates,1,7881,2022-09,['2022-09']
recovery advocacy project maine,1,7882,2022-09,['2022-09']
crisis services of north alabama,1,7883,2022-09,['2022-09']
healing steps labyrinth,1,7884,2022-09,['2022-09']
broome county peace action,1,7885,2022-09,['2022-09']
new black panther nation/new marcus garvey movement,1,7886,2022-09,['2022-09']
tpaud,1,7887,2022-09,['2022-09']
here 2 help. mary j. sherlach counseling center,1,7888,2022-09,['2022-09']
trumbull rotary,1,7889,2022-09,['2022-09']
my friend abby,1,7890,2022-09,['2022-09']
reclaim brookmeade park,1,7891,2022-09,['2022-09']
ibew local 30,1,7892,2022-09,['2022-09']
global alliance of territorial communities,1,7893,2022-09,['2022-09']
people's climate movement,1,7894,2022-09,['2022-09']
this is zero hour nyc,1,7895,2022-09,['2022-09']
march for science nyc,1,7896,2022-09,['2022-09']
pride & protest kentucky,1,7897,2022-09,['2022-09']
michigan nurses association - university of michigan professional nurse council,1,7898,2022-09,['2022-09']
northwestern university students,1,7899,2022-09,['2022-09']
bmwed,1,7900,2022-09,['2022-09']
residential building workers,1,7901,2022-09,['2022-09']
tri-state tegaru,1,7902,2022-09,['2022-09']
#meaction,1,7903,2022-09,['2022-09']
state tejano democrats,1,7904,2022-09,['2022-09']
texas organizing project pac,1,7905,2022-09,['2022-09']
athens economic justice coalition,1,7906,2022-09,['2022-09']
bay state john brown gun club,1,7907,2022-09,['2022-09']
connecticut john brown gun club,1,7908,2022-09,['2022-09']
trans and queer defense contingent,1,7909,2022-09,['2022-09']
rise up 4 abortion rights chicago,1,7910,2022-09,['2022-09']
democratic socialists of america mahoning valley,1,7911,2022-09,['2022-09']
valley united for fair democracy,1,7912,2022-09,['2022-09']
long island social justice action network,1,7913,2022-09,['2022-09']
li activists,1,7914,2022-09,['2022-09']
suffolk county green party,1,7915,2022-09,['2022-09']
long island jobs with justice,1,7916,2022-09,['2022-09']
the cultural center,1,7917,2022-09,['2022-09']
huntington township housing coalition,1,7918,2022-09,['2022-09']
nassau county dsa,1,7919,2022-09,['2022-09']
housing for all long island,1,7920,2022-09,['2022-09']
parenthood texas votes pac,1,7921,2022-09,['2022-09']
friends of doug mastriano,1,7922,2022-11,['2022-11']
fraternal order of police,1,7923,2022-11,['2022-11']
oklahoma republican party,1,7924,2022-11,['2022-11']
la union del pueblo entero,1,7925,2022-10,['2022-10']
ground game texas,1,7926,2022-10,['2022-10']
former central vpa students,1,7927,2022-10,['2022-10']
wcbm,1,7928,2022-10,['2022-10']
comision de la mujer de educamos,1,7929,2022-10,['2022-10']
local candidates,1,7930,2022-10,['2022-10']
gallatin county republicans,1,7931,2022-10,['2022-10']
national organization for women wisconsin,1,7932,2022-10,['2022-10']
