actor,occurrence_count,rank,first_appearance,unique_dates
dreamers,1,13732,2018-01,['2018-01']
occupy jacksonville,1,13733,2018-01,['2018-01']
mn black lives matter,1,13734,2018-01,['2018-01']
the workers' center of cny,1,13735,2018-01,['2018-01']
for pennsylvania's future,1,13736,2018-02,['2018-02']
movimiento estudiantil chicanx de aztlán (mecha),1,13737,2018-02,['2018-02']
traditionalist worker party,1,13738,2018-02,['2018-02']
slo naacp,1,13739,2018-02,['2018-02']
republican hindu coalition,1,13740,2018-02,['2018-02']
democratic socialists of america - los angeles,1,13741,2017-12,['2017-12']
colby senior adrienne carmack,1,13742,2018-02,['2018-02']
bartholomew county indivisible,1,13743,2018-02,['2018-02']
su casa columbus,1,13744,2018-02,['2018-02']
bayan usa pacific northwest,1,13745,2018-02,['2018-02']
red line salish sea,1,13746,2018-02,['2018-02']
nwdc resistance/resistencia al nwdc,1,13747,2018-02,['2018-02']
got green,1,13748,2018-02,['2018-02']
pan african action coalition,1,13749,2018-02,['2018-02']
african american students association,1,13750,2018-02,['2018-02']
trans*s,1,13751,2018-02,['2018-02']
cultura ithaca,1,13752,2018-02,['2018-02']
immigrant liberation movement,1,13753,2018-02,['2018-02']
unl against hate,1,13754,2018-02,['2018-02']
new mexico congressional delagation,1,13755,2018-02,['2018-02']
members of the new mexico state legislature,1,13756,2018-02,['2018-02']
ma jobs with justice,1,13757,2018-02,['2018-02']
resilience oc,1,13758,2017-12,['2017-12']
central american resource center (carecen-la),1,13759,2017-12,['2017-12']
dream team los angeles,1,13760,2017-12,['2017-12']
orange county immigrant youth united,1,13761,2017-12,['2017-12']
general public,1,13762,2017-12,['2017-12']
dream 7,1,13763,2017-12,['2017-12']
elkhart county coalition,1,13764,2017-12,['2017-12']
giants and 49ers players,1,13765,2017-12,['2017-12']
chiefs and dolphins players,1,13766,2017-12,['2017-12']
rep. bruce franks jr.,1,13767,2018-01,['2018-01']
concered constituent action group,1,13768,2018-01,['2018-01']
coalition of pittsburgh-area human and worker rights organization,1,13769,2018-01,['2018-01']
memphis and the sons of confederate veterans,1,13770,2018-01,['2018-01']
animal protection league of new jersey,1,13771,2018-01,['2018-01']
the laredo immigrant alliance,1,13772,2018-01,['2018-01']
richmon human rights commission,1,13773,2018-01,['2018-01']
the utah league for native american voters,1,13774,2018-01,['2018-01']
children's museum of houston,1,13775,2018-01,['2018-01']
florence county democratic party,1,13776,2018-01,['2018-01']
general protest\ors,1,13777,2018-01,['2018-01']
general publis,1,13778,2018-01,['2018-01']
martin luther king jr.  scholarship committee,1,13779,2018-01,['2018-01']
hancock county naacp,1,13780,2018-01,['2018-01']
uncharted shores academy,1,13781,2018-01,['2018-01']
collier county naacp,1,13782,2018-01,['2018-01']
high desert,1,13783,2018-01,['2018-01']
santa cruz naacp,1,13784,2018-01,['2018-01']
new destiny christian center,1,13785,2018-01,['2018-01']
take a knee twin cities,1,13786,2018-01,['2018-01']
ok naacp,1,13787,2018-01,['2018-01']
the the road,1,13788,2018-01,['2018-01']
governor malloy,1,13789,2018-01,['2018-01']
united ebony society of gwinnett county,1,13790,2018-01,['2018-01']
by any means necessary and stop trump ann arbor,1,13791,2018-12,['2018-12']
unc teaching assistances,1,13792,2018-12,['2018-12']
university of texas rio grande valley environmental awareness club,1,13793,2018-12,['2018-12']
friends of the wildlife corridor,1,13794,2018-12,['2018-12']
fair immigration refrom movement,1,13795,2018-12,['2018-12']
inter-faith sanctuary colaition and dignidad inmigrante en athens,1,13796,2018-12,['2018-12']
orange coast unitarian universalist church,1,13797,2018-12,['2018-12']
skylands tea party,1,13798,2018-12,['2018-12']
neo-confederates,1,13799,2018-12,['2018-12']
answer (act now to stop war and end racism) coalition and the party for socialism and liberation,1,13800,2018-12,['2018-12']
sherburne county sanctuary and resistance to injustice,1,13801,2018-12,['2018-12']
cny solidarity coalition and the syracuse peace council,1,13802,2018-12,['2018-12']
members of wood county indivisible,1,13803,2019-01,['2019-01']
kailey strafford,1,13804,2019-01,['2019-01']
mcdonald's workers,1,13805,2019-01,['2019-01']
progressive organized women,1,13806,2018-06,['2018-06']
otay mesa detention resistance,1,13807,2019-01,['2019-01']
new orleans workers center for racial justice,1,13808,2019-01,['2019-01']
angel moms,1,13809,2019-01,['2019-01']
women's march la,1,13810,2019-01,['2019-01']
women's march monterey bay,1,13811,2019-01,['2019-01']
women's march oakland,1,13812,2019-01,['2019-01']
indivisible petaluma,1,13813,2019-01,['2019-01']
students for social change,1,13814,2019-01,['2019-01']
ofa-east bay central,1,13815,2019-01,['2019-01']
tri-valley women's march 2019,1,13816,2019-01,['2019-01']
tri-valley women's march action group,1,13817,2019-01,['2019-01']
women's march south bay,1,13818,2019-01,['2019-01']
women⊙s march inland empire chapter,1,13819,2019-01,['2019-01']
women's march san jose,1,13820,2019-01,['2019-01']
women's march bay area,1,13821,2019-01,['2019-01']
fight for $15 wage activists,1,13822,2019-01,['2019-01']
black girls vote,1,13823,2018-10,['2018-10']
teachers and staff members,1,13824,2018-10,['2018-10']
iowa immigrants and activists,1,13825,2018-10,['2018-10']
zaira sanchez,1,13826,2018-10,['2018-10']
raiz planned parenthood,1,13827,2018-10,['2018-10']
chuck fleischmann,1,13828,2018-10,['2018-10']
interfaith solidarity network,1,13829,2018-10,['2018-10']
kass ottley,1,13830,2018-10,['2018-10']
southhold town anti-bias task force,1,13831,2018-10,['2018-10']
kremlin annex,1,13832,2018-11,['2018-11']
gsu students,1,13833,2018-11,['2018-11']
democratic campaign,1,13834,2018-11,['2018-11']
mwc,1,13835,2018-11,['2018-11']
florida majority education fund,1,13836,2018-11,['2018-11']
poweru,1,13837,2018-11,['2018-11']
mn immigrant rights action committtee,1,13838,2018-11,['2018-11']
the tampa bay chapter of students for a democratic society,1,13839,2018-11,['2018-11']
pro-immigration supporters,1,13840,2018-11,['2018-11']
bend the arc: pittsburgh,1,13841,2018-11,['2018-11']
drake students and others,1,13842,2018-11,['2018-11']
the progressive student union,1,13843,2018-11,['2018-11']
the gender and sexuality alliance,1,13844,2018-11,['2018-11']
transform,1,13845,2018-11,['2018-11']
jewish and christian activists,1,13846,2018-11,['2018-11']
st. paul ame church,1,13847,2018-11,['2018-11']
justice4siham,1,13848,2018-11,['2018-11']
cosecha massachusetts,1,13849,2018-11,['2018-11']
iynx alliance for workers and students,1,13850,2018-11,['2018-11']
we the people rally,1,13851,2018-11,['2018-11']
traditional worker party,1,13852,2018-11,['2018-11']
black lives matter seattle,1,13853,2018-11,['2018-11']
soul sisters,1,13854,2018-11,['2018-11']
women's march maine,1,13855,2019-01,['2019-01']
central mainers for change,1,13856,2019-01,['2019-01']
st. cloud state women's center,1,13857,2019-01,['2019-01']
the solidarity network,1,13858,2019-01,['2019-01']
stl women⊙s march,1,13859,2019-01,['2019-01']
rise together montana,1,13860,2019-01,['2019-01']
planned parenthood new hampshire action fund,1,13861,2019-01,['2019-01']
wilton peace action,1,13862,2019-01,['2019-01']
atlantic city women's march,1,13863,2019-01,['2019-01']
women's march reno,1,13864,2019-01,['2019-01']
woman's empowerment conference,1,13865,2019-01,['2019-01']
glow women's march,1,13866,2019-01,['2019-01']
march on ny - poughkeepsie,1,13867,2019-01,['2019-01']
chautauqua cattaraugus women's action group,1,13868,2019-01,['2019-01']
fredonia religious society of friends (quakers),1,13869,2019-01,['2019-01']
san mateo peace action (smpa),1,13870,2019-01,['2019-01']
march on hudson valley,1,13871,2019-01,['2019-01']
new york state union of teachers,1,13872,2019-01,['2019-01']
women's march alliance,1,13873,2019-01,['2019-01']
women's march inc,1,13874,2019-01,['2019-01']
women⊙s march nyc,1,13875,2019-01,['2019-01']
long island rising,1,13876,2019-01,['2019-01']
central new york citizen action,1,13877,2019-01,['2019-01']
woodstock ny women's march,1,13878,2019-01,['2019-01']
linn county women's rally,1,13879,2019-01,['2019-01']
central oregon women's march,1,13880,2019-01,['2019-01']
indivisible of coos county,1,13881,2019-01,['2019-01']
women's march grants pass,1,13882,2019-01,['2019-01']
rogue indivisible,1,13883,2019-01,['2019-01']
women's march southern oregon,1,13884,2019-01,['2019-01']
aauw carlisle,1,13885,2019-01,['2019-01']
unitarian universalist congregation of northern chautauqua,1,13886,2019-01,['2019-01']
o.c. women's march,1,13887,2019-01,['2019-01']
scpd,1,13888,2019-01,['2019-01']
inland mendocino democratic club,1,13889,2019-01,['2019-01']
bernie sanders - mendocino county,1,13890,2019-01,['2019-01']
act for women and girls,1,13891,2019-01,['2019-01']
colorado springs feminists,1,13892,2019-01,['2019-01']
womxn's march denver,1,13893,2019-01,['2019-01']
d3 indivisible colorado,1,13894,2019-01,['2019-01']
women's march for southern colorado,1,13895,2019-01,['2019-01']
the march for all women,1,13896,2019-01,['2019-01']
women's march sussex,1,13897,2019-01,['2019-01']
delaware women's march,1,13898,2019-01,['2019-01']
piccolino prosécco bar,1,13899,2019-01,['2019-01']
vintage small bites and wine lounge,1,13900,2019-01,['2019-01']
ohlendorf,1,13901,2019-01,['2019-01']
brunswick area indivisible,1,13902,2019-01,['2019-01']
baltimore women's march,1,13903,2019-01,['2019-01']
solidarity lowell,1,13904,2019-01,['2019-01']
march forward massachusetts,1,13905,2019-01,['2019-01']
kentucky national organization for women,1,13906,2019-01,['2019-01']
southeast kansas chapter of national organization for women,1,13907,2019-01,['2019-01']
women's march gathering in richmond,1,13908,2019-01,['2019-01']
indiana (wmwin),1,13909,2019-01,['2019-01']
atelier.,1,13910,2019-01,['2019-01']
youth empower,1,13911,2019-01,['2019-01']
answer chicago,1,13912,2019-01,['2019-01']
march on georgia,1,13913,2019-01,['2019-01']
atlanta march,1,13914,2019-01,['2019-01']
indivisible st johns,1,13915,2019-01,['2019-01']
women⊙s march st. johns,1,13916,2019-01,['2019-01']
women's march and mlk parade,1,13917,2019-01,['2019-01']
mom's demand action - fl,1,13918,2019-01,['2019-01']
women's march on washington,1,13919,2019-01,['2019-01']
physicians & nurses,1,13920,2018-06,['2018-06']
latinos unidos de napa,1,13921,2018-06,['2018-06']
resistance 5280,1,13922,2018-06,['2018-06']
justice for john,1,13923,2018-06,['2018-06']
east bay for everyone,1,13924,2018-06,['2018-06']
kids over politics,1,13925,2018-06,['2018-06']
the american federation of teachers,1,13926,2018-06,['2018-06']
indivisible mn03,1,13927,2018-06,['2018-06']
indivisible north metro,1,13928,2018-06,['2018-06']
indivisible ogden,1,13929,2018-06,['2018-06']
new mexico women⊙s march,1,13930,2018-06,['2018-06']
frente de liberación inmigrante,1,13931,2018-06,['2018-06']
womens march,1,13932,2018-06,['2018-06']
cair ct,1,13933,2018-06,['2018-06']
old farts,1,13934,2018-06,['2018-06']
activists and religious leaders,1,13935,2018-10,['2018-10']
elders and friends standing with immigrant children and their parents,1,13936,2018-06,['2018-06']
lawyer moms of wa,1,13937,2018-06,['2018-06']
arkansas freedom crew,1,13938,2018-06,['2018-06']
the hiwaymen,1,13939,2018-06,['2018-06']
patriot movement az,1,13940,2018-06,['2018-06']
stratford democratic town committee,1,13941,2018-06,['2018-06']
north hawaii action network,1,13942,2018-06,['2018-06']
bridgewater citizens of civility and respect,1,13943,2018-06,['2018-06']
caribbean unity alliance,1,13944,2018-06,['2018-06']
la conexion,1,13945,2018-06,['2018-06']
portland labor against the fascists,1,13946,2018-06,['2018-06']
lower shore progressive caucus,1,13947,2018-07,['2018-07']
councilman mike bonin,1,13948,2018-07,['2018-07']
congregations united to serve humanity,1,13949,2018-07,['2018-07']
freedom school students,1,13950,2018-07,['2018-07']
councilwoman helen gym,1,13951,2018-06,['2018-06']
cedar valley advocates for immigrant and refugee rights,1,13952,2018-06,['2018-06']
americans for democratic action,1,13953,2018-06,['2018-06']
minnesota immigrant rights committee,1,13954,2018-06,['2018-06']
metro dc democratic socialists,1,13955,2018-06,['2018-06']
end family separation,1,13956,2018-06,['2018-06']
indivisible ga-3rd,1,13957,2018-06,['2018-06']
coweta county democrats,1,13958,2018-06,['2018-06']
refusefascism.org,1,13959,2018-06,['2018-06']
first united universalist church,1,13960,2018-06,['2018-06']
indivisible va,1,13961,2018-06,['2018-06']
greater lafayette indivisible and greater lafayette immigrant allies,1,13962,2018-06,['2018-06']
indivisible of blair county,1,13963,2018-06,['2018-06']
families for families,1,13964,2018-06,['2018-06']
san diego organizing project,1,13965,2018-06,['2018-06']
arvadans for progressive action,1,13966,2018-06,['2018-06']
the robert f. kennedy human rights organization,1,13967,2018-06,['2018-06']
sen chris murphy,1,13968,2018-06,['2018-06']
answe suncoast,1,13969,2018-06,['2018-06']
laid back lactation,1,13970,2018-06,['2018-06']
bronx clergy task force,1,13971,2018-06,['2018-06']
vigilance jefferson county,1,13972,2018-06,['2018-06']
action together ct,1,13973,2018-06,['2018-06']
integrated refugee & immigrant services and actionnow connecticut,1,13974,2018-06,['2018-06']
action together connecticut,1,13975,2018-06,['2018-06']
rallies for humanity,1,13976,2018-06,['2018-06']
ct working families,1,13977,2018-06,['2018-06']
athens-anti discrimination movement,1,13978,2018-06,['2018-06']
urbana-champaign independent media center,1,13979,2018-06,['2018-06']
the latino democrats of allen county,1,13980,2018-06,['2018-06']
kentucky chapter of the national organization for women (now),1,13981,2018-06,['2018-06']
join organize lead teach (jolt),1,13982,2018-06,['2018-06']
colorado springs council for justice,1,13983,2018-06,['2018-06']
csa ii: the new confederate states of america,1,13984,2018-08,['2018-08']
the virginia task force of three percenters,1,13985,2018-08,['2018-08']
a coalition of democratic socialists and other anti-confederate groups,1,13986,2018-08,['2018-08']
radial church,1,13987,2018-08,['2018-08']
america's voice ohio and allies of all faiths,1,13988,2018-08,['2018-08']
montana child protection alliance,1,13989,2018-08,['2018-08']
rich city rides,1,13990,2018-08,['2018-08']
appalachian sons of the south,1,13991,2018-08,['2018-08']
carolina defenders national nomads,1,13992,2018-08,['2018-08']
counter-protestor,1,13993,2018-08,['2018-08']
general counterprotestors,1,13994,2018-09,['2018-09']
willmar area league of women voters,1,13995,2018-09,['2018-09']
unitarian universalist church of willmar,1,13996,2018-09,['2018-09']
350 maine,1,13997,2018-09,['2018-09']
maine conservation voters,1,13998,2018-09,['2018-09']
industrial workers of the world (iww),1,13999,2018-07,['2018-07']
ucla women's soccer players,1,14000,2018-09,['2018-09']
muskegon rotary club,1,14001,2018-09,['2018-09']
jewish protestors,1,14002,2018-09,['2018-09']
city and county workers,1,14003,2018-09,['2018-09']
dixie rally on the square,1,14004,2018-09,['2018-09']
rural organizing project,1,14005,2018-10,['2018-10']
several immigrant rights activist groups,1,14006,2018-10,['2018-10']
ocean state aginst hate,1,14007,2018-10,['2018-10']
carolina panthers player eric reid,1,14008,2018-10,['2018-10']
university of michigan students allied for freedom and equality and la casa,1,14009,2018-10,['2018-10']
